DiaChi,TinhTrangBDS,DienTich,Gia/m2,Phongngu,TenPhanKhu,SoTang,PhongTam,Loai,GiayTo,MaCanHo,TinhTrangNoiThat,HuongCuaChinh,HuongBanCong,DacDiem,Gia
"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Chưa bàn giao,,"48,84 triệu/m²",2 phòng,,,1 phòng,,,,,Tây Bắc,Đông Nam,,"2,1 tỷ"
,,,,,,,,,,,,,,,
"Đường Trương Định, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",Đã bàn giao,,"212,12 triệu/m²",nhiều hơn 10 phòng,,7,Nhiều hơn 6 phòng,"Căn hộ dịch vụ, mini",,,,,,,21 tỷ
"Khu Trung Hòa Nhân Chính, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Đã bàn giao,,"49,70 triệu/m²",3 phòng,,,2 phòng,,,,,Đông Bắc,Đông Nam,,"4,97 tỷ"
"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Đã bàn giao,,"248,33 triệu/m²",nhiều hơn 10 phòng,,,,"Căn hộ dịch vụ, mini",Sổ hồng riêng,,Nội thất cao cấp,,,,"14,9 tỷ"
"Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",Đã bàn giao,,"90,28 triệu/m²",1 phòng,,,1 phòng,Chung cư,Sổ hồng riêng,,,,,,"3,25 tỷ"
"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,,"53,23 triệu/m²",1 phòng,,,1 phòng,Chung cư,Sổ hồng riêng,,,,,,"1,65 tỷ"
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,,"44,76 triệu/m²",3 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"3,67 tỷ"
,,,,,,,,,,,,,,,
"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,,"44,85 triệu/m²",2 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"3,05 tỷ"
"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,,"41,67 triệu/m²",2 phòng,,,1 phòng,Chung cư,Sổ hồng riêng,,,,,,"2,5 tỷ"
"Đường Hải Đăng 5, Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",Đã bàn giao,,"49,45 triệu/m²",2 phòng,S1,18,,,,,,Tây Nam,,,"2,72 tỷ"
"Phố Dương Khuê, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Đã bàn giao,,"53,87 triệu/m²",3 phòng,,,2 phòng,Chung cư,,,,,Đông Nam,,"6,68 tỷ"
"201, Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Đã bàn giao,,105 triệu/m²,3 phòng,S1,11,2 phòng,,,,,,,,"10,5 tỷ"
"Đường Phạm Hùng, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,,"102,86 triệu/m²",2 phòng,,,,Chung cư,Sổ hồng riêng,,Nội thất đầy đủ,,,,"7,2 tỷ"
"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,,"47,02 triệu/m²",1 phòng,,,1 phòng,Chung cư,Sổ hồng riêng,,,,,,"2,21 tỷ"
"Phố Trung Kính, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Đã bàn giao,,"66,67 triệu/m²",4 phòng,,,2 phòng,,,,,Tây Nam,Đông Bắc,,8 tỷ
"Đường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội",Chưa bàn giao,,"53,29 triệu/m²",3 phòng,,3,2 phòng,,,,,Đông Nam,,,"4,05 tỷ"
"Vin, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,,"70,91 triệu/m²",2 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"3,9 tỷ"
"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,,"69,77 triệu/m²",1 phòng,,,1 phòng,,,,,Tây Nam,Đông Nam,,3 tỷ
"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,,"44,92 triệu/m²",2 phòng,,,1 phòng,Chung cư,Sổ hồng riêng,,,,,,"2,65 tỷ"
"Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Đã bàn giao,,"60,28 triệu/m²",2 phòng,,,1 phòng,Chung cư,Sổ hồng riêng,,,,,,"4,28 tỷ"
"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,,"48,53 triệu/m²",3 phòng,,,3 phòng,Chung cư,Sổ hồng riêng,,,,,,"4,95 tỷ"
"28, 28 Đường Trần Bình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Chưa bàn giao,,"61,65 triệu/m²",3 phòng,A,17,,,,,,Bắc,,,"8,2 tỷ"
,,,,,,,,,,,,,,,
"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,,"47,02 triệu/m²",1 phòng,,,1 phòng,Chung cư,Sổ hồng riêng,,,,,,"2,21 tỷ"
"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,,45 triệu/m²,2 phòng,,,1 phòng,Chung cư,Sổ hồng riêng,,,,,,"2,7 tỷ"
,,,,,,,,,,,,,,,
"304, Hồ Tùng Mậu, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",Đã bàn giao,,"40,98 triệu/m²",4 phòng,,,2 phòng,,,,,Đông Bắc,Tây Nam,,5 tỷ
"Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Thanh Trì, Hà Nội, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",Chưa bàn giao,,"43,65 triệu/m²",1 phòng,,,1 phòng,Chung cư,Sổ hồng riêng,,,,,,"1,58 tỷ"
,,,,,,,,,,,,,,,
"Triều Khúc , Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",Đã bàn giao,,"33,43 triệu/m²",1 phòng,,,1 phòng,"Căn hộ dịch vụ, mini",Hợp đồng đặt cọc,,,,,,"1,17 tỷ"
"Phố Kim Ngưu, Phường Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội",Đã bàn giao,,40 triệu/m²,2 phòng,,,1 phòng,"Tập thể, cư xá",Sổ hồng riêng,,,,,,"2,8 tỷ"
"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,,50 triệu/m²,1 phòng,,,1 phòng,Chung cư,Sổ hồng riêng,,,,,,"1,55 tỷ"
"Cầu Bươu, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Đã bàn giao,,"47,78 triệu/m²",2 phòng,,,1 phòng,,,,,Đông,Bắc,,"2,15 tỷ"
"Số 7, Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",Đã bàn giao,,"48,88 triệu/m²",2 phòng,A,10,,,,,,Tây Nam,,,"4,35 tỷ"
"5, Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,,"43,75 triệu/m²",3 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"3,5 tỷ"
"5, Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,,"44,29 triệu/m²",2 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"3,1 tỷ"
"5, Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,,"41,67 triệu/m²",2 phòng,,,1 phòng,Chung cư,Sổ hồng riêng,,,,,,"2,5 tỷ"
"Cầu Bươu, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Đã bàn giao,,"47,78 triệu/m²",2 phòng,,,1 phòng,,,,,Bắc,Đông,,"2,15 tỷ"
"5, Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,,"48,39 triệu/m²",1 phòng,,,1 phòng,Chung cư,Sổ hồng riêng,,,,,,"1,5 tỷ"
"5, Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,,"44,68 triệu/m²",1 phòng,,,1 phòng,Chung cư,Sổ hồng riêng,,,,,,"2,1 tỷ"
"Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Đã bàn giao,,"41,90 triệu/m²",2 phòng,,,2 phòng,,,,,Đông Bắc,Tây Nam,,"2,43 tỷ"
"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",Đã bàn giao,,"36,33 triệu/m²",3 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"5,45 tỷ"
"Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Chưa bàn giao,28 m²,"78,57 triệu/m²",1 phòng,,,,Chung cư,Sổ hồng riêng,,,,,,"2,2 tỷ"
"khâm thiên, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Đã bàn giao,,"14,13 triệu/m²",2 phòng,,,1 phòng,,,,,Tây,Đông Nam,,650 triệu
"210, Quang Trung, Phường Phúc La, Quận Hà Đông, Hà Nội",Đã bàn giao,,"41,74 triệu/m²",3 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"4,8 tỷ"
"Đường Lô 1 Đền Lừ 1, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Đã bàn giao,,"52,96 triệu/m²",2 phòng,,,1 phòng,Chung cư,Sổ hồng riêng,,,,,,"2,86 tỷ"
"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,,"65,26 triệu/m²",3 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"6,2 tỷ"
"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,,"67,74 triệu/m²",1 phòng,,,1 phòng,Chung cư,Sổ hồng riêng,,,,,,"2,1 tỷ"
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"Phố Trần Điền, Phường Định Công, Quận Hoàng Mai, Hà Nội",Đã bàn giao,,"305,08 triệu/m²",9 phòng,,6,Nhiều hơn 6 phòng,,,,,Bắc,,,18 tỷ
"Đường Đại Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",Chưa bàn giao,,"55,97 triệu/m²",2 phòng,HH3 FLC,12,2 phòng,,,,,,,,"3,75 tỷ"
"Phố Nguyễn Chính, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Đã bàn giao,,"288,89 triệu/m²",nhiều hơn 10 phòng,,,Nhiều hơn 6 phòng,,,,,Bắc,Đông Bắc,,26 tỷ
"Phố Ngô Huy Quỳnh, Phường Việt Hưng, Quận Long Biên, Hà Nội",Đã bàn giao,,42.168 đ/m²,2 phòng,GH1,5,,,,,,Tây Bắc,,,"3,5 triệu"
"Phố Nguyễn Cơ Thạch, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,,46 triệu/m²,3 phòng,,9,2 phòng,Chung cư,,,,,,,"5,98 tỷ"
"Phố Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Đã bàn giao,,"215,56 triệu/m²",nhiều hơn 10 phòng,,,Nhiều hơn 6 phòng,,,,,Bắc,Đông Bắc,,"9,7 tỷ"
"Đường Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,,"245,45 triệu/m²",nhiều hơn 10 phòng,,,Nhiều hơn 6 phòng,,,,,Tây Nam,Đông,,"16,2 tỷ"
"Phố Hoàng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Đã bàn giao,,"41,30 triệu/m²",1 phòng,,,1 phòng,Chung cư,Hợp đồng mua bán,,,,,,"1,9 tỷ"
"70, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Đã bàn giao,,"44,08 triệu/m²",2 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"3,35 tỷ"
"Phố Võ Thị Sáu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Đã bàn giao,,"29,17 triệu/m²",3 phòng,,3,,"Tập thể, cư xá",Sổ hồng riêng,,,,,,"3,5 tỷ"
"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,,"46,81 triệu/m²",1 phòng,,,1 phòng,Chung cư,Sổ hồng riêng,,,,,,"2,2 tỷ"
"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Chưa bàn giao,,"68,75 triệu/m²",2 phòng,,,1 phòng,,,,,Tây Nam,Đông Bắc,,"3,3 tỷ"
"Ngõ 22 Nguyễn Đức Cảnh, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Đã bàn giao,,"225,76 triệu/m²",nhiều hơn 10 phòng,,,Nhiều hơn 6 phòng,"Căn hộ dịch vụ, mini",Sổ hồng riêng,,,,,,"14,9 tỷ"
"Đường Lai Xá, Xã Kim Chung, Huyện Hoài Đức, Hà Nội",Đã bàn giao,,"35,25 triệu/m²",2 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"2,15 tỷ"
"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,,"42,71 triệu/m²",2 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"2,99 tỷ"
"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Chưa bàn giao,,"65,17 triệu/m²",3 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"6,4 tỷ"
"Đường Lê Đức Thọ, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Đã bàn giao,,"59,18 triệu/m²",2 phòng,,6,2 phòng,Chung cư,,,,,,,"4,19 tỷ"
"Giải Phóng, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",Đã bàn giao,,"61,88 triệu/m²",3 phòng,,,2 phòng,Chung cư,Đang chờ sổ,,,,,,"4,95 tỷ"
"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,,47.500 đ/m²,3 phòng,,2,2 phòng,Chung cư,,,,,,,"3,8 triệu"
,,,,,,,,,,,,,,,
"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,,"66,28 triệu/m²",1 phòng,,,1 phòng,Chung cư,Sổ hồng riêng,,,,,,"2,85 tỷ"
,,,,,,,,,,,,,,,
"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,,"70,97 triệu/m²",1 phòng,,,1 phòng,Chung cư,Sổ hồng riêng,,,,,,"2,2 tỷ"
"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,,"66,67 triệu/m²",2 phòng,,,1 phòng,Chung cư,Sổ hồng riêng,,,,,,"3,6 tỷ"
"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,,"62,96 triệu/m²",2 phòng,,,1 phòng,Chung cư,,,,,Đông Nam,,"3,4 tỷ"
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Đã bàn giao,,"16,67 triệu/m²",2 phòng,,,1 phòng,,,,,Đông,Nam,,700 triệu
"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,,56 triệu/m²,3 phòng,,,,Chung cư,Sổ hồng riêng,,Hoàn thiện cơ bản,,,,"4,2 tỷ"
"Phố Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Chưa bàn giao,,"293,18 triệu/m²",nhiều hơn 10 phòng,,7,Nhiều hơn 6 phòng,"Căn hộ dịch vụ, mini",,,,,,,"12,9 tỷ"
"đường láng, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Đã bàn giao,,13 triệu/m²,2 phòng,,,1 phòng,,,,,Đông,Tây,,650 triệu
"Đường Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Đã bàn giao,,"14,44 triệu/m²",2 phòng,,,1 phòng,,,,,Bắc,Đông Nam,,650 triệu
"Phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",Chưa bàn giao,50 m²,51 triệu/m²,2 phòng,,,,"Tập thể, cư xá",Sổ hồng riêng,,,,,,"2,55 tỷ"
"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,,"65,62 triệu/m²",1 phòng,,,1 phòng,Chung cư,Sổ hồng riêng,,,,,,"2,1 tỷ"
"Phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",Chưa bàn giao,50 m²,"55,20 triệu/m²",2 phòng,,,,"Tập thể, cư xá",Sổ hồng riêng,,,,,,"2,76 tỷ"
"Xuân Tảo, Phường Xuân Tảo, Quận Bắc Từ Liêm, Hà Nội",Đã bàn giao,,"68,64 triệu/m²",3 phòng,,,2 phòng,Chung cư,,,,,Đông Nam,,"7,55 tỷ"
"Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Đã bàn giao,,"56,43 triệu/m²",3 phòng,,,3 phòng,,,,,Tây Nam,Đông Nam,,"9,65 tỷ"
,,,,,,,,,,,,,,,
"Đường Tây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Chưa bàn giao,,"63,33 triệu/m²",3 phòng,,,2 phòng,Chung cư,,,,,Đông Nam,,"4,75 tỷ"
"Đường Điện Biên Phủ, Phường Điện Biên, Quận Ba Đình, Hà Nội",Chưa bàn giao,,"46,43 triệu/m²",2 phòng,,2,2 phòng,"Tập thể, cư xá",,,,,,,"2,6 tỷ"
"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Đã bàn giao,,"53,33 triệu/m²",2 phòng,,,2 phòng,,,,,Đông,Tây,,"5,6 tỷ"
"Phố Nam Đồng, Phường Nam Đồng, Quận Đống Đa, Hà Nội",Đã bàn giao,,"50,67 triệu/m²",2 phòng,,,2 phòng,"Tập thể, cư xá",Sổ hồng riêng,,,,,,"3,8 tỷ"
"Đường Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Đã bàn giao,,"54,55 triệu/m²",3 phòng,,,2 phòng,Chung cư,,,,,Đông Nam,,6 tỷ
"Đường Nguyễn Đạo An, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",Đã bàn giao,,"226,56 triệu/m²",nhiều hơn 10 phòng,,,,"Căn hộ dịch vụ, mini",Sổ hồng riêng,,Nội thất cao cấp,,,,"14,5 tỷ"
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"Đường Đức Diễn, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội",Đã bàn giao,,"185,42 triệu/m²",9 phòng,,,,"Căn hộ dịch vụ, mini",Sổ hồng riêng,,Nội thất cao cấp,,,,"8,9 tỷ"
,,,,,,,,,,,,,,,
"Phố Ngọc Hà, Phường Ngọc Hà, Quận Ba Đình, Hà Nội",Chưa bàn giao,50 m²,70 triệu/m²,1 phòng,,,,"Tập thể, cư xá",Sổ hồng riêng,,,,,,"3,5 tỷ"
"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",Đã bàn giao,,"190,91 triệu/m²",nhiều hơn 10 phòng,,,,"Căn hộ dịch vụ, mini",Sổ hồng riêng,,Nội thất cao cấp,,,,"10,5 tỷ"
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
